,name,categories,review_count,rating,address,zipcode,city,coordinates,phone,transactions
253,Greyhound Friends,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",26,4.5,"['167 Saddle Hill Rd', 'Hopkinton, MA 01748']",01748,Hopkinton,"{'latitude': 42.2498099, 'longitude': -71.55528}",(508) 435-5969,[]
260,Southland Behavior & Training,"[{'alias': 'pet_training', 'title': 'Pet Training'}]",1,5.0,"['Hopkinton, MA 01748']",01748,Hopkinton,"{'latitude': 42.22544, 'longitude': -71.53136}",(774) 270-1445,[]
275,West Warwick Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",5,4.0,"['106 Hay St', 'West Warwick, RI 02893']",02893,West Warwick,"{'latitude': 41.716948, 'longitude': -71.514754}",(401) 615-3388,[]
294,Providence Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",7,2.0,"['134 Terminal Rd', 'Providence, RI 02905']",02905,Providence,"{'latitude': 41.7957056780904, 'longitude': -71.3951315952092}",(401) 243-6040,[]
295,Warwick Animal shelter,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",12,3.5,"['101 Arthur W Devine Blvd', 'Warwick, RI 02886']",02886,Warwick,"{'latitude': 41.7250718833284, 'longitude': -71.44442204386}",(401) 468-4377,[]
299,A Dog's Best Friend,"[{'alias': 'petservices', 'title': 'Pet Services'}]",12,4.0,"['39 Phenix Ave', 'Cranston, RI 02920']",02920,Cranston,"{'latitude': 41.78233, 'longitude': -71.46677}",(401) 944-8428,[]
302,Midnight Run Rescue,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,2.5,"['24 Lion St', 'East Greenwich, RI 02818']",02818,East Greenwich,"{'latitude': 41.659195473515, 'longitude': -71.4473405591063}",(860) 984-3712,[]
310,EGAPL Heart of RI,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",22,1.5,"['44 Worthington Rd', 'Cranston, RI 02920']",02920,Cranston,"{'latitude': 41.7507167, 'longitude': -71.4464018}",(401) 467-3670,[]
312,The Perfect Puppy,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",28,2.5,"['289 Cowesett Ave', 'West Warwick, RI 02893']",02893,West Warwick,"{'latitude': 41.683722, 'longitude': -71.506193}",(401) 615-1055,[]
364,Good Dog Pet Training,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}]",5,4.0,"['11 Wayne Ave', 'Suffern, NY 10901']",10901,Suffern,"{'latitude': 41.117178, 'longitude': -74.153923}",(845) 533-5393,[]
365,Sassy Styles Mobile Pet Spa,"[{'alias': 'groomer', 'title': 'Pet Groomers'}]",23,4.5,"['Bergen County, NJ 07602']",07602,Bergen County,"{'latitude': 40.8854484558105, 'longitude': -74.0438461303711}",(908) 499-7785,[]
366,"Amanda's No Tricks, Just Treats!","[{'alias': 'pet_training', 'title': 'Pet Training'}]",2,5.0,"['Harrington Park, NJ 07640']",07640,Harrington Park,"{'latitude': 41.0020336168012, 'longitude': -73.977126}",(201) 674-8337,[]
367,Ambassador Veterinary Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",23,3.0,"['3714 Kennedy Blvd', 'Union City, NJ 07087']",07087,Union City,"{'latitude': 40.7764285727284, 'longitude': -74.0293862691894}",(201) 863-4072,[]
368,J's Dog Walking and Sitting,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}]",1,5.0,"['Haskell, NJ 07420']",07420,Haskell,"{'latitude': 41.03172, 'longitude': -74.29572}",(720) 689-8787,[]
397,High Desert Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",2,3.0,"['3050 Cougar Way', 'Silver City, NM 88061']",88061,Silver City,"{'latitude': 32.75584, 'longitude': -108.28301}",(575) 538-9261,[]
467,Partnership for Animals Needing Transition,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Salt Point, NY 12578']",12578,Salt Point,"{'latitude': 41.8095092773438, 'longitude': -73.7919006347656}",(845) 486-7075,[]
474,Animalkind,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",18,3.0,"['721 Warren St', 'Hudson, NY 12534']",12534,Hudson,"{'latitude': 42.2466506958008, 'longitude': -73.7830810546875}",(518) 822-8643,[]
492,Crazy Paws Dog Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,1.0,"['2 Tower Pl', 'None', 'Albany, NY 12203']",12203,Albany,"{'latitude': 42.686387, 'longitude': -73.842072}",,[]
663,Whales To Tails Pet Care,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",2,5.0,"['Amherst, NH 03031']",03031,Amherst,"{'latitude': 42.86998, 'longitude': -71.61455}",(603) 966-0587,[]
664,The Woonsocket Cat Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",11,4.0,"['266 Mendon Rd', 'Woonsocket, RI 02895']",02895,Woonsocket,"{'latitude': 42.0146942138672, 'longitude': -71.4804000854492}",(401) 765-4174,[]
665,Framingham Animal Hospital Inc,"[{'alias': 'vet', 'title': 'Veterinarians'}]",28,4.5,"['1415 Edgell Rd', 'Framingham, MA 01701']",01701,Framingham,"{'latitude': 42.345958, 'longitude': -71.435844}",(508) 877-0900,[]
722,Dona Ana County Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,2.0,"['2405 W Picacho Ave', 'Ste 103', 'Las Cruces, NM 88012']",88012,Las Cruces,"{'latitude': 32.3100499, 'longitude': -106.81048}",(575) 647-4808,[]
723,Animal Services Center of the Mesilla Valley,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",8,4.0,"['3551 Bataan Memorial', 'Las Cruces, NM 88012']",88012,Las Cruces,"{'latitude': 32.3648770282157, 'longitude': -106.750033870339}",,[]
724,Safe Haven Animal Sanctuary,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",3,3.5,"['144 Wyatt Dr', 'Las Cruces, NM 88005']",88005,Las Cruces,"{'latitude': 32.29963, 'longitude': -106.77586}",(575) 527-4544,[]
725,Jornada Veterinary Clinic,"[{'alias': 'vet', 'title': 'Veterinarians'}]",28,3.5,"['2399 Saturn Circle', 'Las Cruces, NM 88012']",88012,Las Cruces,"{'latitude': 32.3573499, 'longitude': -106.75927}",(575) 382-1710,[]
726,Arroyo Veterinary Clinic,"[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'petboarding', 'title': 'Pet Boarding'}]",16,5.0,"['825 S Walnut St', 'Las Cruces, NM 88001']",88001,Las Cruces,"{'latitude': 32.30994, 'longitude': -106.75333}",(575) 524-0900,[]
816,You and Your Dog Training & Services,"[{'alias': 'pet_training', 'title': 'Pet Training'}]",3,5.0,"['58 Woods Ln', 'New Boston, NH 03070']",03070,New Boston,"{'latitude': 42.998045, 'longitude': -71.710992}",(603) 782-6787,[]
856,Foster and Forever Pet Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,1.0,"['Naugatuck, CT 06770']",06770,Naugatuck,"{'latitude': 41.4878616333008, 'longitude': -73.0528793334961}",(203) 490-6530,[]
865,Meriden Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",12,3.0,"['311 Murdock Ave', 'Meriden, CT 06450']",06450,Meriden,"{'latitude': 41.512465, 'longitude': -72.7676478}",(203) 238-3650,[]
868,Exeter Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",4,1.5,"['169 South County Trl', 'Exeter, RI 02813']",02813,Exeter,"{'latitude': 41.5505873278811, 'longitude': -71.5289312069642}",(401) 294-2754,[]
1017,The Cat Connection,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",11,4.5,"['Waltham, MA 02454']",02454,Waltham,"{'latitude': 42.3762893676758, 'longitude': -71.2411193847656}",(781) 899-4610,[]
1027,MSPCA-Angell West,"[{'alias': 'vet', 'title': 'Veterinarians'}]",45,3.5,"['293 Second Ave', 'Waltham, MA 02451']",02451,Waltham,"{'latitude': 42.388007, 'longitude': -71.26524}",(781) 902-8400,[]
1039,RISPCA,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",19,3.0,"['186 Amaral St', 'Riverside, RI 02915']",02915,Riverside,"{'latitude': 41.8025137, 'longitude': -71.3493771}",(401) 438-8150,[]
1044,Greater Derry Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",3,2.5,"['57 Lawrence Rd', 'Derry, NH 03038']",03038,Derry,"{'latitude': 42.87404, 'longitude': -71.27837}",(603) 434-1512,[]
1202,Architectural Birdhouses Unlimited,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,4.0,"['276 Rte 101', 'Amherst, NH 03031']",03031,Amherst,"{'latitude': 42.89647, 'longitude': -71.60456}",(603) 769-3447,[]
1274,Wallingford Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,5.0,"['5 Pent Rd', 'Wallingford, CT 06492']",06492,Wallingford,"{'latitude': 41.4422760009766, 'longitude': -72.8371047973633}",(203) 294-2180,[]
1284,Animal Welfare Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",2,4.5,"['8 Dodd Rd', 'New Milford, CT 06776']",06776,New Milford,"{'latitude': 41.552858, 'longitude': -73.412267}",(860) 354-1350,[]
1286,Whiskers Pet Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",1,5.0,"['134 Main St S', 'Southbury, CT 06488']",06488,Southbury,"{'latitude': 41.477098671476334, 'longitude': -73.21926548309612}",(203) 586-1666,[]
1293,New Fairfield-Sherman Animal Welfare Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['223 State Rt 37', 'New Fairfield, CT 06812']",06812,New Fairfield,"{'latitude': 41.49712, 'longitude': -73.53017}",(203) 746-2925,[]
1307,Four Legged Care,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pettransport', 'title': 'Pet Transportation'}]",6,5.0,"['North Haven, CT 06473']",06473,North Haven,"{'latitude': 41.3795318603516, 'longitude': -72.8608322143555}",(203) 283-6531,[]
1308,Ray of Light Farm,"[{'alias': 'horsebackriding', 'title': 'Horseback Riding'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",8,4.5,"['232 Town St', 'East Haddam, CT 06423']",06423,East Haddam,"{'latitude': 41.4482, 'longitude': -72.42571}",(860) 873-1895,[]
1316,Beacon Valley Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",11,3.5,"['772 Prospect St', 'Naugatuck, CT 06770']",06770,Naugatuck,"{'latitude': 41.50512, 'longitude': -73.02087}",(203) 723-5005,[]
1317,All Pets Club,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",39,3.0,"['1167 N Colony Rd', 'Wallingford, CT 06492']",06492,Wallingford,"{'latitude': 41.5009634, 'longitude': -72.8105972}",(203) 265-1899,[]
1929,Last Hope,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",2,4.5,"['431 Third St', 'Unit 3', 'Farmington, MN 55024']",55024,Farmington,"{'latitude': 44.6381825, 'longitude': -93.144875}",(651) 463-8747,[]
1930,Animal Ark,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",10,2.5,"['2600 Industrial Ct', 'Hastings, MN 55033']",55033,Hastings,"{'latitude': 44.72192, 'longitude': -92.84376}",(651) 772-8983,[]
1931,Secondhand Hounds,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",31,3.5,"['5959 Baker Rd', 'Ste 390', 'Minnetonka, MN 55345']",55345,Minnetonka,"{'latitude': 44.8946126, 'longitude': -93.4465525}",(952) 322-7643,[]
1932,Animal Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'pet_training', 'title': 'Pet Training'}]",10,4.0,"['9785 Hudson Rd', 'Woodbury, MN 55125']",55125,Woodbury,"{'latitude': 44.9460309, 'longitude': -92.9076128}",(952) 435-7738,[]
1933,For Furever Animal Rescue,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,2.5,"['Saint Paul, MN 55107']",55107,Saint Paul,"{'latitude': 44.9331, 'longitude': -93.07716}",,[]
1934,Underdog Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",53,4.0,"['Minneapolis, MN 55416']",55416,Minneapolis,"{'latitude': 44.94904, 'longitude': -93.32128}",(952) 929-0777,[]
1935,Happy Tails Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",48,2.0,"['7940 University Ave NE', 'Fridley, MN 55432']",55432,Fridley,"{'latitude': 45.112446, 'longitude': -93.2639089}",(612) 588-0188,[]
1936,Pet Haven,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",4,4.0,"['Minneapolis, MN 55419']",55419,Minneapolis,"{'latitude': 44.9016189575195, 'longitude': -93.2820434570312}",(952) 831-3825,[]
1937,Pet Project Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",6,4.0,"['Minneapolis, MN 55458']",55458,Minneapolis,"{'latitude': 44.9826622009277, 'longitude': -93.2638931274414}",(612) 217-4738,[]
1938,Feline Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",13,5.0,"['593 Fairview Ave N', 'Saint Paul, MN 55104']",55104,Saint Paul,"{'latitude': 44.9590644836426, 'longitude': -93.1775970458984}",(651) 642-5900,[]
1939,Humane Society of Goodhue County,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",1,1.0,"['1213 Brick Ave', 'Red Wing, MN 55066']",55066,Red Wing,"{'latitude': 44.5556755065918, 'longitude': -92.5614929199219}",(651) 388-5286,[]
1940,Animal Humane Society - Golden Valley,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",53,4.0,"['845 Meadow Ln N', 'Golden Valley, MN 55422']",55422,Golden Valley,"{'latitude': 44.98726, 'longitude': -93.32934}",(952) 435-7738,[]
1941,Midwest Animal Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",25,2.5,"['4112 83rd Ave N', 'Brooklyn Park, MN 55443']",55443,Brooklyn Park,"{'latitude': 45.1053849, 'longitude': -93.3339347}",(763) 503-4990,[]
1942,The Dog Whisperer of MN,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",5,1.0,"['Burnsville, MN 55337']",55337,Burnsville,"{'latitude': 44.77131, 'longitude': -93.27301}",(952) 978-2231,[]
1943,Chuck & Don's Pet Food & Supplies,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",9,4.5,"['7397 179th St W', 'Lakeville, MN 55044']",55044,Lakeville,"{'latitude': 44.69316, 'longitude': -93.215191}",(952) 432-0026,[]
1944,Rescue Pets Are Wonderful,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",4,3.5,"['Anoka, MN 55303']",55303,Anoka,"{'latitude': 45.1977428, 'longitude': -93.3871758}",(763) 757-8204,[]
1945,Animal Humane Society - Coon Rapids,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}]",6,3.5,"['1411 Main St NW', 'Coon Rapids, MN 55448']",55448,Coon Rapids,"{'latitude': 45.198279, 'longitude': -93.302206}",(952) 435-7738,[]
1946,Caring For Cats,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",2,5.0,"['2141 Division St N', 'Saint Paul, MN 55109']",55109,Saint Paul,"{'latitude': 45.0061697, 'longitude': -92.9848749}",(651) 407-8485,[]
1947,Carver Scott Humane Society,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petadoption', 'title': 'Pet Adoption'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",1,1.0,"['822 Yellow Brick Rd', 'Chaska, MN 55318']",55318,Chaska,"{'latitude': 44.7920285, 'longitude': -93.599138}",(952) 368-3553,[]
1948,Parkview Cat Clinic,"[{'alias': 'vet', 'title': 'Veterinarians'}]",10,4.5,"['5743 Blaine Ave E', 'Inver Grove Heights, MN 55076']",55076,Inver Grove Heights,"{'latitude': 44.865885, 'longitude': -93.0559321}",(651) 552-0848,[]
1949,Shih Tzu Rescue Of Minnesota,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,1.0,"['Eden Prairie, MN 55344']",55344,Eden Prairie,"{'latitude': 44.85118, 'longitude': -93.4252}",(612) 290-7353,[]
1950,No Dog Left Behind Rescue,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,3.5,"['Brooklyn Center, MN 55429']",55429,Brooklyn Center,"{'latitude': 45.0729293823242, 'longitude': -93.353630065918}",(612) 354-6352,[]
1951,Crossroads Animal Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'petstore', 'title': 'Pet Stores'}]",3,2.5,"['2800 10th St SE', 'Buffalo, MN 55313']",55313,Buffalo,"{'latitude': 45.13862, 'longitude': -93.8315}",(763) 684-1234,[]
1952,Wags Professional Pet Services,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'pethospice', 'title': 'Pet Hospice'}]",6,4.5,"['300 E 4th St', 'Saint Paul, MN 55101']",55101,Saint Paul,"{'latitude': 44.9489669799805, 'longitude': -93.0845336914062}",(612) 310-5298,[]
1953,Mission Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",64,3.5,"['10100 Viking Dr', 'Ste 150', 'Eden Prairie, MN 55344']",55344,Eden Prairie,"{'latitude': 44.860269, 'longitude': -93.405155}",(952) 938-1237,[]
1954,Chuck & Don's Pet Food & Supplies,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",9,5.0,"['1254 Town Center Dr', 'Eagan, MN 55123']",55123,Eagan,"{'latitude': 44.831821, 'longitude': -93.157251}",(651) 454-3458,[]
1955,Get Real Dog Training,"[{'alias': 'pet_training', 'title': 'Pet Training'}]",3,5.0,"['Oakdale, MN 55107']",55107,Oakdale,"{'latitude': 44.9713989, 'longitude': -92.9560712}",(612) 440-5773,[]
1956,Bass Lake Pet Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",17,4.5,"['8119 Bass Lake Rd', 'Minneapolis, MN 55428']",55428,Minneapolis,"{'latitude': 45.0562096, 'longitude': -93.3842468}",(763) 535-4250,[]
1957,Fun City Dogs,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",28,4.0,"['2200 E 25th St', 'Minneapolis, MN 55404']",55404,Minneapolis,"{'latitude': 44.957681, 'longitude': -93.240513}",(612) 722-3647,[]
1958,Rescue Crew,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,1.0,"['3500 Vicksburg Ln N', 'Ste 220', 'Plymouth, MN 55447']",55447,Plymouth,"{'latitude': 45.0203621145372, 'longitude': -93.4801682051626}",(612) 299-2001,[]
1959,Preferred Pet Sitter,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",5,5.0,"['13100 Natchez Ave', 'Savage, MN 55378']",55378,Savage,"{'latitude': 44.7665647, 'longitude': -93.3386232}",(952) 212-1673,[]
1960,Wildlife Rehabilitation Center,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",9,5.0,"['2530 Dale St N', 'Saint Paul, MN 55113']",55113,Saint Paul,"{'latitude': 45.0170097351074, 'longitude': -93.1231079101562}",(651) 486-9453,[]
1961,Walk for Animals,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",4,4.0,"['845 Meadow Ln N', 'Minneapolis, MN 55422']",55422,Minneapolis,"{'latitude': 44.987262, 'longitude': -93.329345}",(763) 522-4325,[]
1962,Chuck & Don's Pet Food & Supplies,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",11,4.5,"['265 Radio Dr', 'Ste G', 'Woodbury, MN 55125']",55125,Woodbury,"{'latitude': 44.943691, 'longitude': -92.931945}",(651) 209-1757,[]
1963,Chuck & Don's Pet Food & Supplies,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",2,4.0,"['4255 Pheasant Ridge Dr', 'Unit 304', 'Blaine, MN 55449']",55449,Blaine,"{'latitude': 45.164016, 'longitude': -93.161773}",(763) 253-4138,[]
1964,Heading Home K9 Rescue,"[{'alias': 'petadoption', 'title': 'Pet Adoption'}]",10,3.0,"['Minneapolis, MN 55401']",55401,Minneapolis,"{'latitude': 44.98329162597656, 'longitude': -93.27059173583984}",,[]
1965,PetScape Grooming,"[{'alias': 'groomer', 'title': 'Pet Groomers'}]",10,4.5,"['2500 New Brighton Blvd', 'Ste 107', 'Saint Anthony, MN 55418']",55418,Saint Anthony,"{'latitude': 45.0135262, 'longitude': -93.2202014}",(612) 275-2566,[]
1966,The Piggy Place,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,1.0,"['Minneapolis, MN 55443']",55443,Minneapolis,"{'latitude': 45.1241752007386, 'longitude': -93.3358665672119}",,[]
1967,Minnesota Pit Bull Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,3.5,"['St Paul, MN 55101']",55101,St Paul,"{'latitude': 44.95126, 'longitude': -93.09107}",,[]
1968,Urban Paw Sitters,"[{'alias': 'dogwalkers', 'title': 'Dog Walkers'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",1,5.0,"['Torrance, CA 90504']",90504,Torrance,"{'latitude': 33.8673266, 'longitude': -118.3286614}",(612) 234-2192,[]
1969,"David A Garlie, MD","[{'alias': 'vet', 'title': 'Veterinarians'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",1,1.0,"['Northfield, MN 55057']",55057,Northfield,"{'latitude': 44.45724, 'longitude': -93.16725}",,[]
1970,Upper Midwest Great Dane Rescue,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",3,2.5,"['Brooklyn Park', 'Minneapolis, MN 55443']",55443,Minneapolis,"{'latitude': 45.1243266, 'longitude': -93.3337208}",(763) 210-1978,[]
1971,"Albergue de animales ""En busca de un hogar""","[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,4.0,"['La Morena 1012, esq. Xochicalco', 'Narvarte', '03020 México, D.F.', 'Mexico']",03020,"México, D.F.","{'latitude': 19.3981994, 'longitude': -99.1532207}",+52 55 5235 0102,[]
1972,A Dog Company,"[{'alias': 'pet_training', 'title': 'Pet Training'}, {'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'vet', 'title': 'Veterinarians'}]",1,4.0,"['Av. Coyoacán 896', 'Col. del Valle', '03100 México, D.F.', 'Mexico']",03100,"México, D.F.","{'latitude': 19.3837625118588, 'longitude': -99.1678591445088}",+52 55 5575 0816,[]
1973,Granja Las Américas,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",2,4.0,"['Blvd. Pípila S/N', 'Col. Lomas de Sotelo', '11000 México, D.F.', 'Mexico']",11000,"México, D.F.","{'latitude': 19.4306575, 'longitude': -99.2083953}",+52 55 2629 5600,[]
1974,El Pabellón de los Gatos,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}, {'alias': 'hospitals', 'title': 'Hospitals'}]",2,2.5,"['Ejercito Nacional 613', 'Col. Granada', '11520 México, D.F.', 'Mexico']",11520,"México, D.F.","{'latitude': 19.4380236, 'longitude': -99.1953446}",+52 55 5255 9600,[]
1975,Pintando Huellas,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",1,5.0,"['Pilares S/N', 'Col. del Valle', '03100 México, D.F.', 'Mexico']",03100,"México, D.F.","{'latitude': 19.3774952843018, 'longitude': -99.1626027020691}",+52 55 2323 4980,[]
1976,Toronto Animal Services East Shelter,"[{'alias': 'animalshelters', 'title': 'Animal Shelters'}]",7,4.5,"['821 Progress Avenue', 'Toronto, ON M1H 2X4', 'Canada']",M1H 2X4,Toronto,"{'latitude': 43.780617, 'longitude': -79.2413862}",+1 416-338-7539,[]
1977,Doggle Daycare,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'dogwalkers', 'title': 'Dog Walkers'}]",1,5.0,"['877 Wilson Avenue', 'Toronto, ON M3K 1E6', 'Canada']",M3K 1E6,Toronto,"{'latitude': 43.7306409316425, 'longitude': -79.4659360214264}",+1 905-334-2469,[]
1978,Pawz N'Style Pet Grooming,"[{'alias': 'groomer', 'title': 'Pet Groomers'}]",2,1.0,"['70 Doncaster Avenue', 'Thornhill, ON L3T 1L3', 'Canada']",L3T 1L3,Thornhill,"{'latitude': 43.8045028633459, 'longitude': -79.4157925045564}",+1 905-881-2547,[]
1979,Willowdale Animal Hospital,"[{'alias': 'vet', 'title': 'Veterinarians'}]",42,2.5,"['256 Sheppard Ave W', 'North York, ON M2N 1N3', 'Canada']",M2N 1N3,North York,"{'latitude': 43.758833, 'longitude': -79.423097}",+1 416-222-5409,[]
1980,PJ's Pet Centre,"[{'alias': 'petstore', 'title': 'Pet Stores'}]",10,2.0,"['2300 Yonge Street', 'Toronto, ON M4P 1E4', 'Canada']",M4P 1E4,Toronto,"{'latitude': 43.70716, 'longitude': -79.39904}",+1 416-484-7077,[]
1981,Care Pet Services,"[{'alias': 'pet_sitting', 'title': 'Pet Sitting'}, {'alias': 'groomer', 'title': 'Pet Groomers'}]",6,5.0,"['Toronto, ON M4B 1B3', 'Canada']",M4B 1B3,Toronto,"{'latitude': 43.6497070041641, 'longitude': -79.3842864765381}",+1 647-521-5272,[]
