,name,review_count,rating,address,zipcode,city,coordinates,phone,lat,lng,category
756,Thai Blue Ginger,82,4.0,"'298 Main St', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.5881226929282, 'longitude': -72.6008848324572}",(413) 772-0921,42.5881226929282,-72.6008848324572,Restaurant
757,West End Pub,110,4.0,"'16 State St', 'Shelburne Falls, MA 01370'",01370,Shelburne Falls,"{'latitude': 42.603919, 'longitude': -72.7413603}",(413) 625-6216,42.603919,-72.7413603,Restaurant
758,Naji's Lebanese Restaurant,142,4.5,"'405 Stockbridge Rd', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.212414, 'longitude': -73.345397}",(413) 528-5540,42.212414,-73.345397,Restaurant
759,Blackberry River Baking,49,4.0,"'18 E Main St', 'Canaan, CT 06018'",06018,Canaan,"{'latitude': 42.0235841721296, 'longitude': -73.32145370543}",(860) 824-8275,42.0235841721296,-73.32145370543,Restaurant
760,CRUST,22,4.5,"'505 East St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.447723, 'longitude': -73.244103}",(413) 464-7977,42.447723,-73.244103,Restaurant
761,Barrington Brewery & Restaurant,319,3.5,"'420 Stockbridge Rd', 'Ste 7', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.2133122859101, 'longitude': -73.34419400207038}",(413) 528-8282,42.2133122859101,-73.34419400207038,Restaurant
762,51 Park Restaurant & Tavern,394,4.0,"'51 Park St', 'Lee, MA 01238'",01238,Lee,"{'latitude': 42.3041968750153, 'longitude': -73.2482657867333}",(413) 243-2153,42.3041968750153,-73.2482657867333,Restaurant
763,Mocha Maya's,29,4.0,"'47 Bridge St', 'Shelburne Falls, MA 01370'",01370,Shelburne Falls,"{'latitude': 42.6034751, 'longitude': -72.7388452}",(413) 625-6292,42.6034751,-72.7388452,Restaurant
764,Xicohtencatl,227,3.5,"'50 Stockbridge Rd', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.202749, 'longitude': -73.346869}",(413) 528-2002,42.202749,-73.346869,Restaurant
765,Bistro Zinc,167,3.5,"'56 Church St', 'Lenox, MA 01240'",01240,Lenox,"{'latitude': 42.358163503434, 'longitude': -73.282507695418}",(413) 637-8800,42.358163503434,-73.282507695418,Restaurant
766,Alpamayo Restaurant,157,4.0,"'60 Main St', 'Lee, MA 01238'",01238,Lee,"{'latitude': 42.3056, 'longitude': -73.249264}",(413) 243-6000,42.3056,-73.249264,Restaurant
767,The Upper Bend,12,5.0,"'112 Avenue A', 'Turners Falls, MA 01376'",01376,Turners Falls,"{'latitude': 42.6079845, 'longitude': -72.55725217}",(413) 863-5270,42.6079845,-72.55725217,Restaurant
768,Fiesta Bar & Grill,53,4.0,"'284 Main St', 'Bldg 2', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.194914, 'longitude': -73.362431}",(413) 528-3343,42.194914,-73.362431,Restaurant
769,Otto's Kitchen & Comfort,141,3.5,"'95 East St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.44834, 'longitude': -73.25205}",(413) 344-4748,42.44834,-73.25205,Restaurant
770,The Blue Rock,50,4.5,"'1 Ashfield St', 'Shelburne Falls, MA 01370'",01370,Shelburne Falls,"{'latitude': 42.6031535, 'longitude': -72.7412502}",(413) 625-8133,42.6031535,-72.7412502,Restaurant
771,Aroma Bar & Grill,92,4.0,"'485 Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1887550354004, 'longitude': -73.3641128540039}",(413) 528-3116,42.1887550354004,-73.3641128540039,Restaurant
772,Fuel Bistro Great Barrington,115,3.5,"'293 Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1943525990721, 'longitude': -73.3622635011581}",(413) 528-5505,42.1943525990721,-73.3622635011581,Restaurant
773,The Rendezvous,101,4.0,"'78 3rd St', 'Turners Falls, MA 01376'",01376,Turners Falls,"{'latitude': 42.60748, 'longitude': -72.55612}",(413) 863-2866,42.60748,-72.55612,Restaurant
774,Guido's Fresh Marketplace,41,4.0,"'760 S Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1796007408177, 'longitude': -73.3640170097351}",(413) 528-9255,42.1796007408177,-73.3640170097351,Restaurant
775,The People's Pint,296,4.0,"'24 Federal St', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.58858, 'longitude': -72.60011}",(413) 773-0333,42.58858,-72.60011,Restaurant
776,Chocolate Springs Cafe,99,4.5,"'55 Pittsfield Rd', 'Lenox, MA 01240'",01240,Lenox,"{'latitude': 42.3773745841388, 'longitude': -73.2778827754976}",(413) 637-9820,42.3773745841388,-73.2778827754976,Restaurant
777,Lucky's Ice Cream,26,4.0,"'30 W Center St', 'Lee, MA 01238'",01238,Lee,"{'latitude': 42.3100204, 'longitude': -73.2543106}",(413) 243-1011,42.3100204,-73.2543106,Restaurant
778,Methuselah Bar and Lounge,70,4.5,"'391 N St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.4542253216836, 'longitude': -73.2525427266955}",(413) 347-2888,42.4542253216836,-73.2525427266955,Restaurant
779,Highland Restaurant,36,4.0,"'100 Fenn St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.4497, 'longitude': -73.25133}",(413) 442-2457,42.4497,-73.25133,Restaurant
780,BrewBerry,1,5.0,"'25 Park Plz', 'Lee, MA 01238'",01238,Lee,"{'latitude': 42.30421216314544, 'longitude': -73.24632181622812}",,42.30421216314544,-73.24632181622812,Restaurant
781,Main Street Bar & Grille,13,4.0,"'94 Main St', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.58773, 'longitude': -72.60579}",(413) 774-6388,42.58773,-72.60579,Restaurant
782,Mesa Verde,162,4.0,"'10 Fiske Ave', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.587334, 'longitude': -72.602582}",(413) 772-2531,42.587334,-72.602582,Restaurant
783,Aegean Breeze Restaurant,135,4.0,"'327 Stockbridge Rd', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.21115, 'longitude': -73.34578}",(413) 528-4001,42.21115,-73.34578,Restaurant
784,Bittersweet Herb Farm,4,4.0,"'635 Mohawk Trl', 'Ste A', 'Shelburne, MA 01370'",01370,Shelburne,"{'latitude': 42.58407, 'longitude': -72.70183}",(413) 625-6523,42.58407,-72.70183,Restaurant
785,Farm Country Soup,2,5.0,"'389 Stockbridge Rd', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.2116193, 'longitude': -73.3458393}",(413) 528-0040,42.2116193,-73.3458393,Restaurant
786,Subway,1,5.0,"'450 Pittsfield Rd', 'Lenox, MA 01240'",01240,Lenox,"{'latitude': 42.401901, 'longitude': -73.266031}",(413) 442-5311,42.401901,-73.266031,Restaurant
787,Panchos Mexican Restaurant,94,3.5,"'154 North St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.4508775, 'longitude': -73.2530541}",(413) 499-2266,42.4508775,-73.2530541,Restaurant
788,GB eats,100,4.0,"'282 Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1948114, 'longitude': -73.3622229}",(413) 528-8226,42.1948114,-73.3622229,Restaurant
789,Shelburne Falls Coffee Roasters,42,4.0,"'1207 Mohawk Trl', 'Shelburne Falls, MA 01370'",01370,Shelburne Falls,"{'latitude': 42.610488, 'longitude': -72.66992}",(413) 625-0116,42.610488,-72.66992,Restaurant
790,Old Forge Restaurant,303,3.5,"'125 N Main St', 'Lanesborough, MA 01237'",01237,Lanesborough,"{'latitude': 42.5254754817585, 'longitude': -73.228554725647}",(413) 442-6797,42.5254754817585,-73.228554725647,Restaurant
791,Magpie,108,4.0,"'21 Bank Row', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.5869828462601, 'longitude': -72.6005423069}",(413) 475-3570,42.5869828462601,-72.6005423069,Restaurant
792,Namaste,49,4.5,"'286 Main St', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.588291, 'longitude': -72.601211}",(413) 325-8232,42.588291,-72.601211,Restaurant
793,Dottie's Coffee Lounge,136,4.0,"'444 North St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.4545999, 'longitude': -73.2519895}",(413) 443-1792,42.4545999,-73.2519895,Restaurant
794,Gedney Farm,35,3.5,"'34 Hartsville-New Marlboro Rd', 'New Marlborough, MA 01230'",01230,New Marlborough,"{'latitude': 42.1218836220813, 'longitude': -73.2255731630722}",(413) 229-3131,42.1218836220813,-73.2255731630722,Restaurant
795,Table Six Restaurant,98,3.5,"'2 Kemble St', 'Lenox, MA 01240'",01240,Lenox,"{'latitude': 42.3546982, 'longitude': -73.2828674}",(413) 637-4113,42.3546982,-73.2828674,Restaurant
796,Bagel And Brew,53,4.0,"'18 Franklin St', 'Lenox, MA 01240'",01240,Lenox,"{'latitude': 42.35951, 'longitude': -73.28298}",(413) 637-0055,42.35951,-73.28298,Restaurant
797,Five Eyed Fox,116,4.5,"'37 3rd St', 'Turners Falls, MA 01376'",01376,Turners Falls,"{'latitude': 42.608616, 'longitude': -72.557156}",(413) 863-5654,42.608616,-72.557156,Restaurant
798,That's A Wrap! Cafe,14,4.0,"'132 Fenn St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.4496797332126, 'longitude': -73.2509500428983}",(413) 499-3414,42.4496797332126,-73.2509500428983,Restaurant
799,Azteca Taqueria,21,3.5,"'284 Main St', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.1949157714844, 'longitude': -73.3625411987305}",(413) 528-3322,42.1949157714844,-73.3625411987305,Restaurant
800,McCusker's Market,10,3.5,"'3 State St', 'Shelburne Falls, MA 01370'",01370,Shelburne Falls,"{'latitude': 42.6037496, 'longitude': -72.7415675}",(413) 625-2548,42.6037496,-72.7415675,Restaurant
801,House of India,50,3.5,"'261 North St', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.4522856, 'longitude': -73.253047}",(413) 443-3262,42.4522856,-73.253047,Restaurant
802,Subway,1,4.0,"'457 Dalton Ave', 'Pittsfield, MA 01201'",01201,Pittsfield,"{'latitude': 42.4647365, 'longitude': -73.214439}",(413) 499-0067,42.4647365,-73.214439,Restaurant
803,UYA Restaurant,48,4.5,"'89 Main St', 'Fl 1', 'Florence, MA 01062'",01062,Florence,"{'latitude': 42.335389, 'longitude': -72.671085}",(413) 570-4734,42.335389,-72.671085,Restaurant
804,Subway,1,4.0,"'246 Stockbridge Rd', 'Great Barrington, MA 01230'",01230,Great Barrington,"{'latitude': 42.20713, 'longitude': -73.34578}",(413) 429-8454,42.20713,-73.34578,Restaurant
805,The Ashfield Lake House,43,3.5,"'141 Buckland Rd', 'Ashfield, MA 01330'",01330,Ashfield,"{'latitude': 42.53083, 'longitude': -72.8026299}",(413) 628-0158,42.53083,-72.8026299,Restaurant
806,Panda Garden,34,3.0,"'49 Main St', 'Williamsburg, MA 01096'",01096,Williamsburg,"{'latitude': 42.4294774979353, 'longitude': -72.7925515919924}",(413) 268-8811,42.4294774979353,-72.7925515919924,Restaurant
807,The Old Creamery,34,4.5,"'445 Berkshire Trl', 'Cummington, MA 01026'",01026,Cummington,"{'latitude': 42.464115, 'longitude': -72.90535}",(413) 634-5560,42.464115,-72.90535,Restaurant
808,Galaxy,90,3.5,"'60 Main St', 'Easthampton, MA 01027'",01027,Easthampton,"{'latitude': 42.2707822, 'longitude': -72.6721996}",(413) 203-2011,42.2707822,-72.6721996,Restaurant
809,Glory of India,76,4.0,"'29 Union St', 'Easthampton, MA 01027'",01027,Easthampton,"{'latitude': 42.2694, 'longitude': -72.67131}",(413) 527-9100,42.2694,-72.67131,Restaurant
810,La Veracruzana,37,3.5,"'31 Union St', 'Easthampton, MA 01027'",01027,Easthampton,"{'latitude': 42.26934, 'longitude': -72.67123}",(413) 203-5415,42.26934,-72.67123,Restaurant
811,Mt. Tom's Homemade Ice Cream,99,4.5,"'34 Cottage St', 'Easthampton, MA 01027'",01027,Easthampton,"{'latitude': 42.2646141052246, 'longitude': -72.6671981811523}",(413) 529-2929,42.2646141052246,-72.6671981811523,Restaurant
812,Subway,4,3.0,"'161 College Hwy', 'Southampton, MA 01073'",01073,Southampton,"{'latitude': 42.23645, 'longitude': -72.7241}",(413) 527-1199,42.23645,-72.7241,Restaurant
813,Subway,8,2.5,"'32 Union St', 'Easthampton, MA 01027'",01027,Easthampton,"{'latitude': 42.2689640757231, 'longitude': -72.672240811946}",(413) 527-6110,42.2689640757231,-72.672240811946,Restaurant
814,Pizza Factory,26,3.5,"'143 Main St', 'Florence, MA 01062'",01062,Florence,"{'latitude': 42.3356271137677, 'longitude': -72.6718680313525}",(413) 584-7777,42.3356271137677,-72.6718680313525,Restaurant
815,West Lake Gourmet Chinese Restaurant,20,3.5,"'15 College Hwy', 'Southampton, MA 01073'",01073,Southampton,"{'latitude': 42.252496, 'longitude': -72.697897}",(413) 527-5207,42.252496,-72.697897,Restaurant
816,Cana Korean Restaurant,258,4.5,"'159 Grove St', 'Chicopee, MA 01020'",01020,Chicopee,"{'latitude': 42.154492, 'longitude': -72.5846364}",(413) 592-1362,42.154492,-72.5846364,Restaurant
817,Greek Place,41,4.5,"'50 Holyoke St', 'Holyoke Mall', 'Holyoke, MA 01040'",01040,Holyoke,"{'latitude': 42.167247, 'longitude': -72.641327}",(413) 536-8976,42.167247,-72.641327,Restaurant
818,110 Grill,109,3.5,"'50 Holyoke St', 'Holyoke, MA 01040'",01040,Holyoke,"{'latitude': 42.1671, 'longitude': -72.6399}",(413) 538-4220,42.1671,-72.6399,Restaurant
819,The Collegian Court,53,3.5,"'89 Park St', 'Chicopee, MA 01013'",01013,Chicopee,"{'latitude': 42.1456488221884, 'longitude': -72.6093392819166}",(413) 331-4444,42.1456488221884,-72.6093392819166,Restaurant
820,Munich Haus,315,4.0,"'13 Center St', 'Chicopee, MA 01013'",01013,Chicopee,"{'latitude': 42.1478, 'longitude': -72.60667}",(413) 594-8788,42.1478,-72.60667,Restaurant
821,Subway,2,1.0,"'167 Chicopee St', 'Chicopee, MA 01020'",01020,Chicopee,"{'latitude': 42.1610084, 'longitude': -72.6141451}",(413) 331-5573,42.1610084,-72.6141451,Restaurant
822,Uno Pizzeria & Grill,27,3.0,"'Holyoke Mall at Ingleside', 'Holyoke, MA 01040'",01040,Holyoke,"{'latitude': 42.168956, 'longitude': -72.641621}",(413) 534-3000,42.168956,-72.641621,Restaurant
823,Subway,3,1.0,"'105 Center St', 'Chicopee, MA 01013'",01013,Chicopee,"{'latitude': 42.1454963684082, 'longitude': -72.6080474853516}",(413) 592-0500,42.1454963684082,-72.6080474853516,Restaurant
824,Crepes Tea House,52,4.0,"'157 Feeding Hills Rd', 'Southwick, MA 01077'",01077,Southwick,"{'latitude': 42.06621, 'longitude': -72.73641}",(413) 437-7440,42.06621,-72.73641,Restaurant
825,Subway,2,2.0,"'645 Memorial Dr', 'Store FS2', 'Chicopee, MA 01020'",01020,Chicopee,"{'latitude': 42.175551532654, 'longitude': -72.57592312849992}",(413) 593-8820,42.175551532654,-72.57592312849992,Restaurant
826,Sheldon's Ice Cream,13,4.5,"'285 College Hwy', 'Southampton, MA 01073'",01073,Southampton,"{'latitude': 42.2173707128986, 'longitude': -72.7298060399059}",(413) 529-0064,42.2173707128986,-72.7298060399059,Restaurant
827,Subway,2,3.0,"'439 N Elm St', 'Westfield, MA 01085'",01085,Westfield,"{'latitude': 42.1401703394751, 'longitude': -72.7334066}",(413) 562-8438,42.1401703394751,-72.7334066,Restaurant
828,Big Y World Class Market,7,3.5,"'195 College Hwy', 'Southwick, MA 01077'",01077,Southwick,"{'latitude': 42.0248206662111, 'longitude': -72.7883265385298}",(413) 569-6163,42.0248206662111,-72.7883265385298,Restaurant
829,Subway,3,2.5,"'24 Main St', 'Westfield, MA 01085'",01085,Westfield,"{'latitude': 42.1210353, 'longitude': -72.7479093}",(413) 568-6130,42.1210353,-72.7479093,Restaurant
830,Big Y World Class Market,3,4.0,"'1 E Silver St', 'Westfield, MA 01085'",01085,Westfield,"{'latitude': 42.1124024, 'longitude': -72.746921}",(413) 568-1001,42.1124024,-72.746921,Restaurant
831,Main Essentials,127,4.5,"'145 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.091438293457, 'longitude': -73.9219360351562}",(845) 512-8692,41.091438293457,-73.9219360351562,Restaurant
832,Eliane's Caribbean Cuisine,10,5.0,"'487 Kings Hwy', 'Valley Cottage, NY 10989'",10989,Valley Cottage,"{'latitude': 41.11967, 'longitude': -73.94957}",(845) 589-0979,41.11967,-73.94957,Restaurant
833,True Food,141,4.0,"'166 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0918769836426, 'longitude': -73.9228744506836}",(845) 480-5710,41.0918769836426,-73.9228744506836,Restaurant
834,Art Cafe of Nyack,662,4.0,"'65 S Broadway Ave', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.088594, 'longitude': -73.918659}",(845) 353-4230,41.088594,-73.918659,Restaurant
835,Craft Taqueria,113,4.5,"'170 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1413631, 'longitude': -73.989516}",(845) 499-2211,41.1413631,-73.989516,Restaurant
836,Peach Pit,55,3.0,"'62 North Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.14958, 'longitude': -73.98829}",(845) 708-5312,41.14958,-73.98829,Restaurant
837,Communal Kitchen,172,4.5,"'162 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.09189, 'longitude': -73.92272}",(845) 535-3133,41.09189,-73.92272,Restaurant
838,Bari,73,4.5,"'86 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.09119, 'longitude': -73.91876}",(845) 535-9888,41.09119,-73.91876,Restaurant
839,Mumbai Dreams,161,5.0,"'9 Ingalls St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.095183, 'longitude': -73.940051}",(845) 643-8333,41.095183,-73.940051,Restaurant
840,My Father’s House Southern Cuisine,41,4.5,"'12 N Broadway', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.09149, 'longitude': -73.91833}",(845) 875-7345,41.09149,-73.91833,Restaurant
841,Back To Earth Natural Foods Market,18,3.5,"'306 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.13681, 'longitude': -73.99037}",(845) 634-3511,41.13681,-73.99037,Restaurant
842,Norcina,163,4.0,"'186 N Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1561753, 'longitude': -73.9884878}",(845) 638-8030,41.1561753,-73.9884878,Restaurant
843,Yard House,639,3.5,"'4374 Palisades Center Dr', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.09939, 'longitude': -73.9601}",(845) 348-1528,41.09939,-73.9601,Restaurant
844,Brickhouse Food & Drink,475,3.0,"'20 S Broadway', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.090115, 'longitude': -73.918922}",(845) 535-3707,41.090115,-73.918922,Restaurant
845,The Hudson House,346,4.5,"'134 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.091685, 'longitude': -73.921235}",(845) 353-1355,41.091685,-73.921235,Restaurant
846,Strawberry Place,579,4.0,"'72 S Broadway', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.08817, 'longitude': -73.91937}",(845) 358-9511,41.08817,-73.91937,Restaurant
847,Thai House Restaurant,129,4.0,"'12 Park St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.091667, 'longitude': -73.919913}",(845) 358-9100,41.091667,-73.919913,Restaurant
848,Grub,170,4.5,"'719 W Nyack Rd', 'Ste 1', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.0936198, 'longitude': -73.9718975}",(845) 535-3580,41.0936198,-73.9718975,Restaurant
849,The Grille at Nyack,147,3.5,"'400 High Ave', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.094752, 'longitude': -73.931017}",(845) 675-8740,41.094752,-73.931017,Restaurant
850,Boxer Donut & Espresso Bar,208,3.5,"'18 N Franklin St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0920642, 'longitude': -73.9216517}",(845) 353-5300,41.0920642,-73.9216517,Restaurant
851,The Greek-ish - Nyack,245,4.0,"'8 N Broadway', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.091355, 'longitude': -73.918355}",(845) 353-1200,41.091355,-73.918355,Restaurant
852,Patisserie Didier Dumas,235,4.5,"'163 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0915931755468, 'longitude': -73.922679303306}",(845) 353-2031,41.0915931755468,-73.922679303306,Restaurant
853,Peppermill South,26,4.5,"'31 Lake Rd', 'Congers, NY 10920'",10920,Congers,"{'latitude': 41.1505083, 'longitude': -73.9419631}",(845) 268-2047,41.1505083,-73.9419631,Restaurant
854,Marvel Produce - Home Fresh,2,5.0,"'707 Executive Blvd', 'Valley Cottage, NY 10989'",10989,Valley Cottage,"{'latitude': 41.13018, 'longitude': -73.945631}",(845) 767-5280,41.13018,-73.945631,Restaurant
855,El Cuñao  Deli,133,5.0,"'233 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.091667175293, 'longitude': -73.9263763427734}",(845) 405-9086,41.091667175293,-73.9263763427734,Restaurant
856,Congers Diner,4,4.0,"'2 Old Haverstraw Rd', 'Congers, NY 10920'",10920,Congers,"{'latitude': 41.1511764880796, 'longitude': -73.9452946186066}",(845) 268-5531,41.1511764880796,-73.9452946186066,Restaurant
857,Chicken and Rice,168,4.0,"'724 W Nyack Rd', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.09439, 'longitude': -73.9686}",(845) 358-1088,41.09439,-73.9686,Restaurant
858,Caked Up Cafe,176,4.5,"'40 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1460419, 'longitude': -73.9893265}",(845) 499-2929,41.1460419,-73.9893265,Restaurant
859,Restaurant X,307,3.5,"'117 N Rt 303', 'Congers, NY 10920'",10920,Congers,"{'latitude': 41.155014, 'longitude': -73.935236}",(845) 268-6555,41.155014,-73.935236,Restaurant
860,The Breakfast and Burger Club,35,4.5,"'84 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.09118, 'longitude': -73.91868}",(845) 535-3159,41.09118,-73.91868,Restaurant
861,Pizza Bistro of Nyack,31,4.0,"'64 S Broadway', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0884, 'longitude': -73.91925}",(845) 358-4811,41.0884,-73.91925,Restaurant
862,Dragon Den & Dungeon Hall,5,5.0,"'102 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.091341, 'longitude': -73.919486}",(845) 271-5481,41.091341,-73.919486,Restaurant
863,The Burger Loft,386,4.0,"'395 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1336937, 'longitude': -73.9914246}",(845) 499-2409,41.1336937,-73.9914246,Restaurant
864,Harry's Burritos,114,3.0,"'90 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0912711897667, 'longitude': -73.9191254151158}",(845) 353-5520,41.0912711897667,-73.9191254151158,Restaurant
865,Olive's,49,3.5,"'118A Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0914854246866, 'longitude': -73.9203856731339}",(845) 358-3120,41.0914854246866,-73.9203856731339,Restaurant
866,Blu Alehouse,76,2.5,"'4370 Palisades Center Dr', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.09721667, 'longitude': -73.95703167}",(845) 358-4258,41.09721667,-73.95703167,Restaurant
867,Nyack Hot Bagels,104,4.0,"'348 Rt 59', 'Central Nyack, NY 10960'",10960,Central Nyack,"{'latitude': 41.0938193557837, 'longitude': -73.9477653957295}",(845) 358-0837,41.0938193557837,-73.9477653957295,Restaurant
868,Petey Wheaty's,9,4.5,"'145 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1425399, 'longitude': -73.99103}",(845) 708-5030,41.1425399,-73.99103,Restaurant
869,City Line Family Restaurant,101,3.5,"'254 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.138884, 'longitude': -73.990043}",(845) 708-8790,41.138884,-73.990043,Restaurant
870,Casa Del Sol,86,3.0,"'104 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0913844, 'longitude': -73.9197343}",(845) 353-9846,41.0913844,-73.9197343,Restaurant
871,True Food,1,1.0,"'60 S Broadway', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0884628, 'longitude': -73.9191513}",,41.0884628,-73.9191513,Restaurant
872,Little Buddha,131,3.0,"'4532 Palisades Center Dr', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.098372, 'longitude': -73.9533672}",(914) 250-0641,41.098372,-73.9533672,Restaurant
873,Two Spear Street,67,3.5,"'2 Spear St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0897798120816, 'longitude': -73.9164983246652}",(845) 353-7733,41.0897798120816,-73.9164983246652,Restaurant
874,ShopRite of West Nyack,21,2.5,"'243 E Rte 59', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.092705, 'longitude': -73.9589015}",(845) 353-7377,41.092705,-73.9589015,Restaurant
875,Old World Food Market,64,3.0,"'40 Rte 59', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.094426, 'longitude': -73.934648}",(845) 512-8882,41.094426,-73.934648,Restaurant
876,King and I,76,3.5,"'93 Main St', 'Ste 1', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.09097, 'longitude': -73.91905}",(845) 358-8588,41.09097,-73.91905,Restaurant
877,David's Bagels & Healthy Eatery - West Nyack,30,2.0,"'331 W Nyack Rd', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.0959, 'longitude': -73.9898}",(845) 623-1822,41.0959,-73.9898,Restaurant
878,Starbucks,47,2.5,"'83 South Main', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1446037, 'longitude': -73.99023}",(845) 818-0778,41.1446037,-73.99023,Restaurant
879,Subway,3,2.5,"'55 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1454251568743, 'longitude': -73.9903126724763}",(845) 639-3070,41.1454251568743,-73.9903126724763,Restaurant
880,Starbucks,41,3.5,"'80 Main St', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.091136, 'longitude': -73.918462}",(845) 353-4069,41.091136,-73.918462,Restaurant
881,The Cheesecake Factory - West Nyack,401,3.0,"'1612 Palisades Center Dr', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.0965365, 'longitude': -73.9555908}",(845) 727-1000,41.0965365,-73.9555908,Restaurant
882,Johnny Rockets,52,3.0,"'2621 Palisades Center Dr', 'Palisades Center', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.097191, 'longitude': -73.955142}",(845) 348-9343,41.097191,-73.955142,Restaurant
883,Tree of Chocolate,9,3.0,"'6 S Broadway', 'Nyack, NY 10960'",10960,Nyack,"{'latitude': 41.0908, 'longitude': -73.91851}",(845) 348-9899,41.0908,-73.91851,Restaurant
884,16 Handles,41,4.0,"'170 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.1413631, 'longitude': -73.9895225}",(845) 634-1616,41.1413631,-73.9895225,Restaurant
885,Ben & Jerry’s,5,2.5,"'1000 Palisades Center Dr', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.096864, 'longitude': -73.9549098}",(845) 596-5163,41.096864,-73.9549098,Restaurant
