,name,categories,review_count,rating,address,zipcode,city,coordinates,phone,transactions
184,Bombers Burrito Bar,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",400,3.0,"['258 Lark St', 'Albany, NY 12210']",12210,Albany,"{'latitude': 42.654014, 'longitude': -73.765853}",(518) 463-9636,"['pickup', 'delivery']"
186,McEnroe Organic Farm Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}]",30,4.5,"['5409 Rte 22', 'Millerton, NY 12546']",12546,Millerton,"{'latitude': 41.897709, 'longitude': -73.534713}",(518) 789-4191,[]
187,Heirloom Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'cafes', 'title': 'Cafes'}]",152,4.5,"['263 Main St', 'Comstock Ferre', 'Wethersfield, CT 06109']",06109,Wethersfield,"{'latitude': 41.7137613873115, 'longitude': -72.6529861986637}",(860) 257-2790,['delivery']
188,BJ's Wholesale Club,"[{'alias': 'wholesale_stores', 'title': 'Wholesale Stores'}, {'alias': 'grocery', 'title': 'Grocery'}]",24,3.0,"['507 New Park Ave', 'West Hartford, CT 06110']",06110,West Hartford,"{'latitude': 41.74008612311427, 'longitude': -72.72287427817781}",(860) 232-9200,[]
190,The Chatham Berry Farm,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'farms', 'title': 'Farms'}, {'alias': 'gardening', 'title': 'Nurseries & Gardening'}]",23,4.5,"['2309 Route 203', 'Chatham, NY 12037']",12037,Chatham,"{'latitude': 42.376099, 'longitude': -73.63444}",(518) 392-4609,[]
191,Lark Natural Foods,"[{'alias': 'grocery', 'title': 'Grocery'}]",18,4.5,"['217 Lark St', 'Albany, NY 12210']",12210,Albany,"{'latitude': 42.6556510625079, 'longitude': -73.7646060476989}",(518) 285-0786,[]
192,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",130,4.0,"['1489 New Britain Ave', 'West Hartford, CT 06110']",06110,West Hartford,"{'latitude': 41.7234651, 'longitude': -72.7580425383531}",(860) 561-4771,[]
195,Guido's Fresh Marketplace,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",41,4.0,"['760 S Main St', 'Great Barrington, MA 01230']",01230,Great Barrington,"{'latitude': 42.1796007408177, 'longitude': -73.3640170097351}",(413) 528-9255,[]
197,Love Apple Farm,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'attractionfarms', 'title': 'Attraction Farms'}, {'alias': 'pickyourown', 'title': 'Pick Your Own Farms'}]",29,4.0,"['1421 Rt 9H', 'Ghent, NY 12075']",12075,Ghent,"{'latitude': 42.311257, 'longitude': -73.702252}",(518) 828-5048,[]
202,Wild Oats Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",32,3.5,"['320 Main St', 'Williamstown, MA 01267']",01267,Williamstown,"{'latitude': 42.70334, 'longitude': -73.18677}",(413) 458-8060,[]
203,Stop & Shop,"[{'alias': 'grocery', 'title': 'Grocery'}]",23,2.5,"['55 Oak St', 'Glastonbury, CT 06033']",06033,Glastonbury,"{'latitude': 41.7066145, 'longitude': -72.5949941}",(860) 652-8925,[]
204,Troy Waterfront Farmers Market,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}]",71,4.5,"['49 4th St', 'Troy, NY 12180']",12180,Troy,"{'latitude': 42.7321633, 'longitude': -73.68959}",(518) 708-4216,[]
239,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",51,4.5,"['77 Boston Turnpike', 'shrewsbury, MA 01545']",01545,shrewsbury,"{'latitude': 42.27528667, 'longitude': -71.75125167}",(508) 790-3008,[]
240,Sweet Peas,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",28,4.5,"['520 Providence Rd', 'Brooklyn, CT 06234']",06234,Brooklyn,"{'latitude': 41.79876704925848, 'longitude': -71.90539218781885}",(860) 779-3040,"['pickup', 'delivery']"
245,The Vegan Nest Café,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",76,4.0,"['6 Waldo St', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.265762, 'longitude': -71.8001351527786}",(508) 333-0095,"['pickup', 'delivery']"
265,Back To Basics Natural Foods,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}]",18,4.0,"['500 Main St', 'East Greenwich, RI 02818']",02818,East Greenwich,"{'latitude': 41.65738, 'longitude': -71.45157}",(401) 885-2679,[]
267,Dave's Marketplace,"[{'alias': 'grocery', 'title': 'Grocery'}]",38,4.0,"['18 Airport Rd', 'Warwick, RI 02889']",02889,Warwick,"{'latitude': 41.7332819, 'longitude': -71.4080683}",(401) 738-8300,[]
270,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",109,4.0,"['151 Sockanosset Cross Rd', 'Garden City Center', 'Cranston, RI 02920']",02920,Cranston,"{'latitude': 41.755906, 'longitude': -71.456046}",(401) 942-7600,[]
282,It's Only Natural Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",47,3.5,"['575 Main St', 'Middletown, CT 06457']",06457,Middletown,"{'latitude': 41.5637727, 'longitude': -72.6519354}",(860) 346-1786,['delivery']
292,Market Basket,[],0,0.0,"['25 Pace Blvd', 'Bald Hill Commons', 'Warwick, RI 02886']",02886,Warwick,"{'latitude': 41.70262, 'longitude': -71.49673}",(401) 593-1990,[]
293,Dave's Marketplace,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",38,4.0,"['125 Tower Hill Rd', 'North Kingstown, RI 02852']",02852,North Kingstown,"{'latitude': 41.5706, 'longitude': -71.46138}",(401) 268-3991,[]
297,Udupi Bhavan,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'desserts', 'title': 'Desserts'}]",152,4.0,"['749 Saybrook Rd', 'Ste 104', 'Middletown, CT 06457']",06457,Middletown,"{'latitude': 41.53731, 'longitude': -72.61702}",(860) 346-3355,"['pickup', 'delivery']"
299,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",198,4.5,"['1000 Bald Hill Rd', 'Warwick, RI 02886']",02886,Warwick,"{'latitude': 41.712416, 'longitude': -71.487168}",(401) 821-5368,[]
303,Armando & Sons Meat Market,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'grocery', 'title': 'Grocery'}]",31,4.5,"['895 Elmwood Ave', 'Providence, RI 02907']",02907,Providence,"{'latitude': 41.7880859375, 'longitude': -71.4214324951172}",(401) 727-0707,[]
363,Beaver St Market And Deli,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5,4.0,"['98 Beaver St', 'Keene, NH 03431']",03431,Keene,"{'latitude': 42.93775, 'longitude': -72.27325}",(603) 352-5606,[]
366,The Vermont Country Deli,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",194,4.5,"['436 Western Ave', 'Brattleboro, VT 05301']",05301,Brattleboro,"{'latitude': 42.8500247628076, 'longitude': -72.582544590213}",(802) 257-9254,[]
367,Market Basket,"[{'alias': 'grocery', 'title': 'Grocery'}]",19,3.5,"['Swanzey, NH 03446']",03446,Swanzey,"{'latitude': 42.8756256103516, 'longitude': -72.2661819458008}",(603) 352-6119,[]
372,The Village Chocolate Shoppe,"[{'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}]",22,4.5,"['471 Main St', 'Bennington, VT 05201']",05201,Bennington,"{'latitude': 42.878068909049, 'longitude': -73.194789737463}",(802) 447-3789,[]
395,Marvel Produce - Home Fresh,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'grocery', 'title': 'Grocery'}]",2,5.0,"['707 Executive Blvd', 'Valley Cottage, NY 10989']",10989,Valley Cottage,"{'latitude': 41.13018, 'longitude': -73.945631}",(845) 767-5280,[]
396,A Matter of Health,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",66,3.5,"['138 Rockland Plz', 'Nanuet, NY 10954']",10954,Nanuet,"{'latitude': 41.099157, 'longitude': -74.015098}",(845) 627-3333,[]
397,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",77,4.0,"['20 Irvington St', 'Westwood, NJ 07675']",07675,Westwood,"{'latitude': 40.9931741, 'longitude': -74.0359794}",(201) 263-0134,[]
398,Wegmans,"[{'alias': 'grocery', 'title': 'Grocery'}]",213,4.0,"['100 Farm View', 'Montvale, NJ 07645']",07645,Montvale,"{'latitude': 41.049789, 'longitude': -74.060543}",(551) 249-2200,[]
399,Good Roots Natural Market,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",11,4.5,"['242 Route 9W', 'Haverstraw, NY 10927']",10927,Haverstraw,"{'latitude': 41.201242, 'longitude': -73.982803}",(845) 553-9646,"['delivery', 'pickup']"
400,Green Organic Market,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'grocery', 'title': 'Grocery'}]",41,4.0,"['275 S Central Ave', 'Hartsdale, NY 10530']",10530,Hartsdale,"{'latitude': 41.01243, 'longitude': -73.80664}",(914) 437-8645,[]
401,Old World Food Market,"[{'alias': 'gourmet', 'title': 'Specialty Food'}]",64,3.0,"['40 Rte 59', 'Nyack, NY 10960']",10960,Nyack,"{'latitude': 41.094426, 'longitude': -73.934648}",(845) 512-8882,[]
402,Back To Earth Natural Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",18,3.5,"['306 S Main St', 'New City, NY 10956']",10956,New City,"{'latitude': 41.13681, 'longitude': -73.99037}",(845) 634-3511,[]
403,The Orchards of Concklin,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}]",62,3.0,"['Rte 45 And S Mountain Rd', 'Pomona, NY 10970']",10970,Pomona,"{'latitude': 41.17861567193, 'longitude': -74.032002441136}",(845) 354-0369,[]
404,Hungry Hollow,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",22,4.5,"['841 Chestnut Ridge Rd', 'Chestnut Ridge, NY 10977']",10977,Chestnut Ridge,"{'latitude': 41.082175, 'longitude': -74.060432}",(845) 356-3319,['delivery']
405,H Mart - Hartsdale,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'food_court', 'title': 'Food Court'}]",275,4.0,"['371 N Central Ave.', 'Hartsdale, NY 10530']",10530,Hartsdale,"{'latitude': 41.0296601219145, 'longitude': -73.7903970499497}",(914) 448-8888,['delivery']
406,The Fresh Market,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'grocery', 'title': 'Grocery'}]",40,3.0,"['723 White Plains Rd', 'Scarsdale, NY 10583']",10583,Scarsdale,"{'latitude': 40.9715879, 'longitude': -73.8060913}",(914) 723-6600,[]
407,Mint Premium Foods,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'newamerican', 'title': 'American (New)'}]",387,4.0,"['19 Main St', 'Tarrytown, NY 10591']",10591,Tarrytown,"{'latitude': 41.07672, 'longitude': -73.8592}",(914) 703-6511,"['delivery', 'pickup']"
408,Organica Natural Foods,"[{'alias': 'organic_stores', 'title': 'Organic Stores'}]",56,4.0,"['246 Livingston St', 'Northvale, NJ 07647']",07647,Northvale,"{'latitude': 41.0119657192234, 'longitude': -73.9449703829334}",(201) 767-8182,['delivery']
409,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",110,4.0,"['215 N Central Ave', 'Hartsdale, NY 10530']",10530,Hartsdale,"{'latitude': 41.0255446, 'longitude': -73.7934729}",(914) 997-1960,[]
410,Stew Leonard's Farm Fresh Food,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'catering', 'title': 'Caterers'}]",443,4.0,"['1 Stew Leonard Dr', 'Yonkers, NY 10710']",10710,Yonkers,"{'latitude': 40.9726524002179, 'longitude': -73.8624127245592}",(914) 375-4700,[]
411,Yard House,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'bars', 'title': 'Bars'}]",871,3.5,"['237 Market St', 'Yonkers, NY 10710']",10710,Yonkers,"{'latitude': 40.966088564646036, 'longitude': -73.8572851116567}",(914) 375-9273,"['delivery', 'pickup']"
412,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",25,3.5,"['480 N Bedford Rd', 'Chappaqua, NY 10514']",10514,Chappaqua,"{'latitude': 41.177948, 'longitude': -73.75497}",(914) 340-5130,[]
413,Streit's Matzos,"[{'alias': 'gourmet', 'title': 'Specialty Food'}]",2,5.0,"['171 Rte 303', 'Orangeburg, NY 10962']",10962,Orangeburg,"{'latitude': 41.0404, 'longitude': -73.94318}",(845) 359-9203,['delivery']
414,Falafel Place,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",89,4.5,"['2219 Central Park Ave', 'Yonkers, NY 10710']",10710,Yonkers,"{'latitude': 40.975061, 'longitude': -73.833517}",(914) 902-0072,"['delivery', 'pickup']"
415,MOM's Organic Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",11,5.0,"['83 Stanley Ave', 'Dobbs Ferry, NY 10522']",10522,Dobbs Ferry,"{'latitude': 41.00436, 'longitude': -73.855972}",(914) 266-0937,[]
416,ShopRite of West Nyack,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",21,2.5,"['243 E Rte 59', 'West Nyack, NY 10994']",10994,West Nyack,"{'latitude': 41.092705, 'longitude': -73.9589015}",(845) 353-7377,[]
417,MOM's Organic Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",3,4.5,"['83 Stanley Ave', 'Dobbs Ferry, NY 10522']",10522,Dobbs Ferry,"{'latitude': 41.00436, 'longitude': -73.855972}",,[]
418,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",66,3.5,"['45 Vervalen St', 'Closter, NJ 07624']",07624,Closter,"{'latitude': 40.97068755, 'longitude': -73.95634458}",(201) 367-9099,[]
419,Lidl,"[{'alias': 'grocery', 'title': 'Grocery'}]",16,3.5,"['199 Kinderkamack Rd', 'Park Ridge, NJ 07656']",07656,Park Ridge,"{'latitude': 41.03651384, 'longitude': -74.02989474}",(844) 747-5435,[]
420,Food for Thought,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",7,4.5,"['7 Spring St', 'Hastings on Hudson, NY 10706']",10706,Hastings on Hudson,"{'latitude': 40.9954098, 'longitude': -73.8827451}",(914) 478-3600,[]
421,Carmine's Italian Deli & Cafe,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'vegan', 'title': 'Vegan'}]",98,4.5,"['7 Old Rd', 'Elmsford, NY 10523']",10523,Elmsford,"{'latitude': 41.051356, 'longitude': -73.8076864}",(914) 345-2605,"['delivery', 'pickup']"
422,Uncle Giuseppe's Marketplace,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",264,3.5,"['10 Triangle Plz', 'Ramsey, NJ 07446']",07446,Ramsey,"{'latitude': 41.0630571, 'longitude': -74.1229316}",(201) 995-6800,"['delivery', 'pickup']"
423,Green's Natural Foods,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",5,3.0,"['97 N State Rd', 'Briarcliff Manor, NY 10510']",10510,Briarcliff Manor,"{'latitude': 41.15181, 'longitude': -73.82925}",(914) 800-9146,[]
424,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",99,2.5,"['110 Bloomingdale Rd', 'White Plains, NY 10605']",10605,White Plains,"{'latitude': 41.028294, 'longitude': -73.758904}",(914) 288-1300,[]
425,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",91,3.5,"['727 White Plains Rd', 'Scarsdale, NY 10583']",10583,Scarsdale,"{'latitude': 40.9723375, 'longitude': -73.80487}",(914) 472-2988,[]
426,Kings Food Markets - Hillsdale,"[{'alias': 'grocery', 'title': 'Grocery'}]",16,3.5,"['381 Washington Ave', 'Hillsdale, NJ 07642']",07642,Hillsdale,"{'latitude': 41.0016352, 'longitude': -74.0396615}",(201) 722-4690,[]
427,ACME Markets,"[{'alias': 'grocery', 'title': 'Grocery'}]",18,2.5,"['103 Knollwood Rd', 'White Plains, NY 10607']",10607,White Plains,"{'latitude': 41.03858962152235, 'longitude': -73.80675831534424}",(914) 682-1711,[]
428,Stop & Shop,"[{'alias': 'grocery', 'title': 'Grocery'}]",43,2.5,"['154 Westchester Ave', 'White Plains, NY 10604']",10604,White Plains,"{'latitude': 41.0336041, 'longitude': -73.757124}",(914) 997-0715,[]
429,ShopRite of Scarsdale,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",60,3.0,"['955 Central Park Ave', 'Scarsdale, NY 10583']",10583,Scarsdale,"{'latitude': 40.99191742216417, 'longitude': -73.82317961519013}",(914) 874-2973,[]
430,CTown Supermarkets,"[{'alias': 'grocery', 'title': 'Grocery'}]",26,3.5,"['114 North Broadway', 'Tarrytown, NY 10591']",10591,Tarrytown,"{'latitude': 41.08020800927984, 'longitude': -73.8576249424667}",(914) 332-7400,[]
431,ShopRite of Pearl River,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",27,3.5,"['26 N Middletown Rd', 'Pearl River, NY 10965']",10965,Pearl River,"{'latitude': 41.0608, 'longitude': -74.01187}",(845) 735-4871,[]
432,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",79,3.0,"['44 Godwin Ave', 'Ridgewood, NJ 07450']",07450,Ridgewood,"{'latitude': 40.978372, 'longitude': -74.122564}",(201) 670-0383,[]
433,Chopt Creative Salad Co.,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",48,3.0,"['1062 Willmont Rd', 'Scarsdale, NY 10583']",10583,Scarsdale,"{'latitude': 40.984324, 'longitude': -73.777021}",(914) 472-7501,"['delivery', 'pickup']"
493,Silver City Food Co-Op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",18,4.5,"['520 N Bullard St', 'Silver City, NM 88061']",88061,Silver City,"{'latitude': 32.7722969055176, 'longitude': -108.275856018066}",(575) 388-2343,[]
531,Samascott's Garden Market,"[{'alias': 'gardening', 'title': 'Nurseries & Gardening'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}]",30,4.5,"['65 Chatham St', 'Kinderhook, NY 12106']",12106,Kinderhook,"{'latitude': 42.4042105617643, 'longitude': -73.6938417941347}",(518) 758-9292,[]
541,Hannaford Super Store,"[{'alias': 'grocery', 'title': 'Grocery'}]",3,2.5,"['481 West St', 'W St Shopping Ctr', 'Keene, NH 03431']",03431,Keene,"{'latitude': 42.935171, 'longitude': -72.29572}",(603) 357-2832,[]
571,Mansion + Reed General Store,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'grocery', 'title': 'Grocery'}]",9,5.0,"['45 Reed St', 'Coxsackie, NY 12051']",12051,Coxsackie,"{'latitude': 42.352084, 'longitude': -73.796977}",(518) 616-9701,[]
572,Honest Weight Food Co-op,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'meats', 'title': 'Meat Shops'}]",145,4.0,"['100 Watervliet Ave', 'Albany, NY 12206']",12206,Albany,"{'latitude': 42.6786144145045, 'longitude': -73.7815083948288}",(518) 482-2667,"['pickup', 'delivery']"
579,Berry's Farm,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}]",23,4.0,"['413 Rt 376', 'Hopewell Junction, NY 12533']",12533,Hopewell Junction,"{'latitude': 41.578973, 'longitude': -73.809643}",(845) 223-6065,[]
590,Ragonese Italian Imports,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",66,4.5,"['409 New Scotland Ave', 'Albany, NY 12208']",12208,Albany,"{'latitude': 42.65449, 'longitude': -73.79406}",(518) 482-2358,['delivery']
592,Whole Foods Market,"[{'alias': 'grocery', 'title': 'Grocery'}]",113,3.5,"['1425 Central Ave', 'Albany, NY 12205']",12205,Albany,"{'latitude': 42.7089555, 'longitude': -73.81888489}",(518) 621-5300,[]
597,Kitty's Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",27,4.5,"['60 S Front St', 'Hudson, NY 12543']",12543,Hudson,"{'latitude': 42.253566, 'longitude': -73.79739}",(518) 267-6369,['delivery']
601,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",122,4.0,"['79 Wolf Rd', 'Colonie, NY 12205']",12205,Colonie,"{'latitude': 42.7141625, 'longitude': -73.8120389}",(518) 482-4538,[]
608,Greig Farm,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'pickyourown', 'title': 'Pick Your Own Farms'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",29,4.5,"['227 Pitcher Ln', 'Red Hook, NY 12571']",12571,Red Hook,"{'latitude': 42.0281862429012, 'longitude': -73.8545004926945}",(845) 758-8007,[]
674,Stop & Shop,"[{'alias': 'grocery', 'title': 'Grocery'}]",12,3.0,"['940 W Boylston St', 'Worcester, MA 01606']",01606,Worcester,"{'latitude': 42.326523, 'longitude': -71.79053390368746}",(508) 852-0505,[]
678,Crust Artisan Bakeshop,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cheese', 'title': 'Cheese Shops'}]",103,4.0,"['118 Main St', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.2692349553108, 'longitude': -71.8004179000854}",(774) 823-3355,"['pickup', 'delivery']"
876,Natural Grocers,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",23,4.5,"['3970 E Lohman Ave', 'Las Cruces, NM 88011']",88011,Las Cruces,"{'latitude': 32.319353, 'longitude': -106.732943}",(575) 522-1711,[]
877,Toucan Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'meats', 'title': 'Meat Shops'}]",39,3.5,"['1701 E University Ave', 'Las Cruces, NM 88001']",88001,Las Cruces,"{'latitude': 32.2870011630571, 'longitude': -106.746997055134}",(575) 521-3003,[]
878,Sprouts Farmers Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",22,4.0,"['2340 E Lohman Ave', 'Ste B', 'Las Cruces, NM 88001']",88001,Las Cruces,"{'latitude': 32.31172, 'longitude': -106.74987}",(575) 680-3680,[]
980,Higganum Village Market,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",4,5.0,"['311 Saybrook Rd', 'Higganum, CT 06441']",06441,Higganum,"{'latitude': 41.49651, 'longitude': -72.55791}",(860) 345-4500,[]
987,Nature's Goods Market,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",67,2.5,"['860 Straits Turnpike', 'Middlebury, CT 06762']",06762,Middlebury,"{'latitude': 41.5325192750821, 'longitude': -73.0852818489075}",(203) 577-2000,[]
1066,Masao's Kitchen,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",130,4.5,"['581 Moody St', 'Waltham, MA 02453']",02453,Waltham,"{'latitude': 42.3662534, 'longitude': -71.2379946}",(781) 647-7977,['delivery']
1068,Trader Joe's,"[{'alias': 'grocery', 'title': 'Grocery'}]",89,4.5,"['350 Patriot Pl', 'Foxborough, MA 02035']",02035,Foxborough,"{'latitude': 42.08661781082817, 'longitude': -71.2692716}",(508) 543-1978,[]
1102,Market Basket,"[{'alias': 'grocery', 'title': 'Grocery'}]",95,4.0,"['110 Market Place Dr', 'Waltham, MA 02451']",02451,Waltham,"{'latitude': 42.38107924062238, 'longitude': -71.2628473432352}",(781) 894-1510,[]
1106,Hannaford Supermarket & Pharmacy,"[{'alias': 'drugstores', 'title': 'Drugstores'}, {'alias': 'grocery', 'title': 'Grocery'}]",39,4.0,"['777 Rogers St', 'Lowell, MA 01852']",01852,Lowell,"{'latitude': 42.62895, 'longitude': -71.27808}",(978) 446-7862,[]
1161,Healthy Living Market & Cafe,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",79,4.5,"['3065 NY Rt 50', 'Wilton Mall', 'Saratoga Springs, NY 12866']",12866,Saratoga Springs,"{'latitude': 43.101312, 'longitude': -73.739171}",(518) 306-4900,['delivery']
1206,Ocean State Job Lot,"[{'alias': 'discountstore', 'title': 'Discount Store'}, {'alias': 'grocery', 'title': 'Grocery'}]",15,3.5,"['2827 US Highway 9', 'Valatie, NY 12184']",12184,Valatie,"{'latitude': 42.4196430106985, 'longitude': -73.685687892919}",(518) 758-2292,[]
