,name,categories,review_count,rating,address,zipcode,city,coordinates,phone,transactions
1320,Mountainside Bakery & Cafe,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",64,4.5,"['213 Mountain Rd', 'Princeton, MA 01541']",01541,Princeton,"{'latitude': 42.475367139192, 'longitude': -71.8835869731025}",(978) 464-0300,[]
1321,110 Grill,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",76,4.0,"['307 Market Dr', 'Athol, MA 01331']",01331,Athol,"{'latitude': 42.580767, 'longitude': -72.187031}",(978) 830-4601,[]
1322,Isador's Organics,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",53,4.5,"['261 Main St', 'Oxford, MA 01540']",01540,Oxford,"{'latitude': 42.113887, 'longitude': -71.865664}",(508) 987-1211,['delivery']
1323,Zapata Mexican Cocina,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",179,4.5,"['23 Lunenburg St', 'Fitchburg, MA 01420']",01420,Fitchburg,"{'latitude': 42.582014101200286, 'longitude': -71.78972586982965}",(978) 696-5144,"['delivery', 'pickup']"
1331,Loving Hut,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",153,4.0,"['415 Chandler St', 'Worcester, MA 01602']",01602,Worcester,"{'latitude': 42.2638843, 'longitude': -71.8331715}",(508) 459-0367,"['delivery', 'pickup']"
1335,The Fix,"[{'alias': 'burgers', 'title': 'Burgers'}]",852,4.0,"['108 Grove St', 'Worcester, MA 01605']",01605,Worcester,"{'latitude': 42.276755, 'longitude': -71.801391}",(774) 823-3327,['delivery']
1337,Che Empanadas,"[{'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'argentine', 'title': 'Argentine'}]",24,5.0,"['19 Kelley Sq', 'Worcester, MA 01610']",01610,Worcester,"{'latitude': 42.254739, 'longitude': -71.797363}",(781) 268-7782,"['delivery', 'pickup']"
1342,Rice Violet,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",127,4.0,"['287 Main St', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.2662802, 'longitude': -71.8008389}",(508) 770-1000,"['delivery', 'pickup']"
1343,The Burger Bah,"[{'alias': 'burgers', 'title': 'Burgers'}]",22,4.5,"['160 Green St', 'Worcester, MA 01604']",01604,Worcester,"{'latitude': 42.25585728356456, 'longitude': -71.7977432}",(774) 502-5567,"['delivery', 'pickup']"
1346,Deadhorse Hill,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cafes', 'title': 'Cafes'}]",289,4.5,"['281 Main St', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.2663861, 'longitude': -71.8008148}",(774) 420-7107,['delivery']
1347,Root and Press,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bookstores', 'title': 'Bookstores'}]",32,5.0,"['623 Chandler St', 'Worcester, MA 01602']",01602,Worcester,"{'latitude': 42.27627, 'longitude': -71.852014}",(774) 823-3878,[]
1348,Samuel Slater's Restaurant,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",86,4.0,"['200 Gore Rd', 'Webster, MA 01570']",01570,Webster,"{'latitude': 42.051621, 'longitude': -71.841277}",(508) 943-1639,['delivery']
1352,Fresh City,"[{'alias': 'newamerican', 'title': 'American (New)'}]",32,2.0,"['1-90 Massachusetts Turnpike', 'Charlton Mass Pike E', 'Charlton, MA 01507']",01507,Charlton,"{'latitude': 42.156628, 'longitude': -71.964096}",(508) 248-0663,[]
1355,Doughnuts & Draughts,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",23,4.5,"['255 Main St', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.26674, 'longitude': -71.80042}",(508) 791-8080,"['delivery', 'pickup']"
1356,The Boynton Restaurant & Spirits,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bars', 'title': 'Bars'}]",676,4.0,"['117 Highland St', 'Worcester, MA 01609']",01609,Worcester,"{'latitude': 42.2707328796387, 'longitude': -71.8073577880859}",(508) 756-5432,['delivery']
1363,Choose And Mix,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'japanese', 'title': 'Japanese'}]",187,4.5,"['5 E Mountain St', 'Worcester, MA 01606']",01606,Worcester,"{'latitude': 42.324012, 'longitude': -71.792924}",(774) 530-6123,"['delivery', 'pickup']"
1364,Fatima's Cafe,"[{'alias': 'african', 'title': 'African'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",291,5.0,"['43 W Boylston St', 'Worcester, MA 01605']",01605,Worcester,"{'latitude': 42.2905981, 'longitude': -71.8062301}",(508) 762-9797,['delivery']
1365,Glazy Susan,"[{'alias': 'donuts', 'title': 'Donuts'}]",32,4.0,"['50 Foster St', 'REIGNcafe', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.26455207501407, 'longitude': -71.7991007242167}",,[]
1367,Chashu Ramen & Izakaya,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'ramen', 'title': 'Ramen'}]",96,4.5,"['38 Franklin St', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.2615767, 'longitude': -71.8014082}",(508) 304-7183,"['delivery', 'pickup']"
1370,Shawarma Palace,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",414,5.0,"['20 Franklin St', 'Worcester, MA 01609']",01609,Worcester,"{'latitude': 42.26187, 'longitude': -71.80212}",(508) 755-6500,['delivery']
1371,Monti Farms & Deli,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'delis', 'title': 'Delis'}]",10,5.0,"['194 Worcester Rd', 'Princeton, MA 01541']",01541,Princeton,"{'latitude': 42.4228106, 'longitude': -71.8783023}",(919) 428-4758,[]
1373,BirchTree Bread Company,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",576,4.5,"['138 Green St', 'Ste 5', 'Worcester, MA 01604']",01604,Worcester,"{'latitude': 42.25647, 'longitude': -71.79764}",(774) 243-6944,['delivery']
1380,One Love Ma Maebelle’s Cafe,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",16,4.5,"['160 Green St', 'Ste 3', 'Worcester, MA 01604']",01604,Worcester,"{'latitude': 42.25584737785296, 'longitude': -71.79774722331543}",(774) 272-3969,[]
1386,Island Fin Poke,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'seafood', 'title': 'Seafood'}]",104,4.5,"['41 Park Ave', 'Ste 2', 'Worcester, MA 01605']",01605,Worcester,"{'latitude': 42.282343, 'longitude': -71.807828}",(508) 304-6809,"['delivery', 'pickup']"
1387,Aladdin,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'arabian', 'title': 'Arabic'}]",32,4.5,"['320 Pleasant St', 'Worcester, MA 01609']",01609,Worcester,"{'latitude': 42.2637815, 'longitude': -71.8131789}",(508) 304-9740,"['delivery', 'pickup']"
1391,J Anthony's Italian Grill,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",115,2.5,"['917 Southbridge St', 'Auburn, MA 01501']",01501,Auburn,"{'latitude': 42.17315, 'longitude': -71.87819}",(508) 832-9705,['delivery']
1408,O'Connor's Restaurant & Bar,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",354,4.0,"['1160 W Boylston St', 'Worcester, MA 01606']",01606,Worcester,"{'latitude': 42.33589, 'longitude': -71.78877}",(508) 853-0789,"['delivery', 'pickup']"
1409,Maddi's Cookery & Taphouse,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",186,4.0,"['64 Water St', 'Worcester, MA 01604']",01604,Worcester,"{'latitude': 42.257, 'longitude': -71.79576}",(508) 459-1080,"['pickup', 'delivery']"
1413,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2,4.0,"['1199 Main St', 'Leicester, MA 01524']",01524,Leicester,"{'latitude': 42.2447087976669, 'longitude': -71.914986594792}",(508) 892-4421,[]
1414,Thai Cuisine,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",51,4.5,"['267 Main St', 'Webster, MA 01570']",01570,Webster,"{'latitude': 42.0495627, 'longitude': -71.8821079}",(508) 943-0369,"['delivery', 'pickup']"
1420,Pepe’s Taqueria,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",110,4.5,"['645 Chandler St', 'Worcester, MA 01602']",01602,Worcester,"{'latitude': 42.277663, 'longitude': -71.853122}",(508) 796-5796,"['pickup', 'delivery']"
1425,Bay State Shawarma and Grill,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",105,4.0,"['86 Water St', 'Worcester, MA 01604']",01604,Worcester,"{'latitude': 42.25662, 'longitude': -71.79612}",(508) 753-6000,"['pickup', 'delivery']"
1428,Peppercorn's Grille & Tavern,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}]",281,4.0,"['455 Park Ave', 'Worcester, MA 01610']",01610,Worcester,"{'latitude': 42.25437, 'longitude': -71.82534}",(508) 752-7711,"['pickup', 'delivery']"
1435,Armsby Abbey,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",871,4.0,"['144 Main St', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.26872, 'longitude': -71.80087}",(508) 795-1012,['delivery']
1441,Mezcal Tequila Cantina,"[{'alias': 'mexican', 'title': 'Mexican'}]",343,3.0,"['30 Major Taylor Blvd', 'Worcester, MA 01608']",01608,Worcester,"{'latitude': 42.2671854410799, 'longitude': -71.7979148717342}",(508) 926-8308,['delivery']
1442,Firebrand's Bar and Grill,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",74,3.5,"['8 Airport Rd', 'Dudley, MA 01571']",01571,Dudley,"{'latitude': 42.042627, 'longitude': -71.91253}",(508) 949-8881,['delivery']
1443,Taco Caliente,"[{'alias': 'mexican', 'title': 'Mexican'}]",13,4.5,"['226 Chandler St', 'Worcester, MA 01609']",01609,Worcester,"{'latitude': 42.260981, 'longitude': -71.81948}",(508) 304-9043,"['pickup', 'delivery']"
1445,The Hangover Pub,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",377,4.0,"['102 Green St', 'Worcester, MA 01604']",01604,Worcester,"{'latitude': 42.257833281678, 'longitude': -71.7980602661798}",(508) 459-1511,"['pickup', 'delivery']"
1451,7-Eleven,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,4.0,"['95 Main St', 'Webster, MA 01570']",01570,Webster,"{'latitude': 42.0493088, 'longitude': -71.8852897}",(508) 943-1799,"['pickup', 'delivery']"
1452,The Wagon Wheel Restaurant,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",152,4.0,"['39 French King Hwy', 'Gill, MA 01354']",01354,Gill,"{'latitude': 42.61201, 'longitude': -72.54543}",(413) 863-8210,['delivery']
1496,Green Fields Market,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",40,3.5,"['144 Main St', 'Greenfield, MA 01301']",01301,Greenfield,"{'latitude': 42.5881385803223, 'longitude': -72.6039352416992}",(413) 773-9567,[]
1500,Ice Cream Alley,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",5,5.0,"['221 Main St', 'Greenfield, MA 01301']",01301,Greenfield,"{'latitude': 42.5878246, 'longitude': -72.6021372}",(413) 512-1418,"['pickup', 'delivery']"
1505,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3,2.0,"['251 Mohawk Trl', 'Greenfield Plz S C', 'Greenfield, MA 01301']",01301,Greenfield,"{'latitude': 42.5873648, 'longitude': -72.626196}",(413) 774-3636,[]
1507,Applebee's Grill + Bar,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",32,3.5,"['141 Mohawk Trl', 'Greenfield, MA 01301']",01301,Greenfield,"{'latitude': 42.585115, 'longitude': -72.618677}",(413) 772-0079,"['pickup', 'delivery']"
1688,Deep Roots Street Food,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'desserts', 'title': 'Desserts'}]",49,4.5,"['4 Park Pl', 'Granby, CT 06035']",06035,Granby,"{'latitude': 41.9534587, 'longitude': -72.7884216}",(860) 653-6303,"['delivery', 'pickup']"
1691,Lion's Den Vegetarian Restaurant,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}]",23,4.5,"['3347 Main St', 'Hartford, CT 06120']",06120,Hartford,"{'latitude': 41.79713, 'longitude': -72.66339}",(860) 241-0220,['delivery']
1693,Rowley Grill & Tap,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",57,4.0,"['19 Rowley St', 'Winchester, CT 06098']",06098,Winchester,"{'latitude': 41.9199596665338, 'longitude': -73.0610806641403}",(860) 238-4999,"['delivery', 'pickup']"
1695,Mountainside Cafe,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",104,4.5,"['251 Rt 7 S', 'Falls Village, CT 06031']",06031,Falls Village,"{'latitude': 41.93927430626578, 'longitude': -73.35877186885448}",(860) 824-7876,[]
1699,Mama Pho,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",36,4.0,"['242 Main St', 'Winsted, CT 06098']",06098,Winsted,"{'latitude': 41.92142278082018, 'longitude': -73.0663605}",(860) 909-1120,"['delivery', 'pickup']"
1705,The Winged Bear,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",90,3.5,"['775 Hopmeadow St', 'Simsbury, CT 06070']",06070,Simsbury,"{'latitude': 41.875625, 'longitude': -72.802015}",(860) 658-2295,"['delivery', 'pickup']"
1715,Metro Bis,"[{'alias': 'newamerican', 'title': 'American (New)'}]",91,4.0,"['690 Hopmeadow St', 'The Ensign House', 'Simsbury, CT 06070']",06070,Simsbury,"{'latitude': 41.87009, 'longitude': -72.80337}",(860) 651-1908,['delivery']
1716,110 Grill,"[{'alias': 'newamerican', 'title': 'American (New)'}]",61,4.0,"['110 Albany Turnpike', 'Ste 700', 'Canton, CT 06019']",06019,Canton,"{'latitude': 41.82397, 'longitude': -72.88457}",(860) 352-8960,['delivery']
1718,Sasso's Coal Fired Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",182,4.0,"['52 Main St', 'Torrington, CT 06790']",06790,Torrington,"{'latitude': 41.801449578182854, 'longitude': -73.12115409479769}",(860) 618-7162,"['delivery', 'pickup']"
1722,The Bean 226,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",87,4.5,"['226 Broad St', 'Windsor, CT 06095']",06095,Windsor,"{'latitude': 41.85169, 'longitude': -72.6444999}",(860) 219-0113,"['pickup', 'delivery']"
1724,Antonio's Restaurant,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",68,4.0,"['1185 Hopmeadow St', 'Simsbury, CT 06070']",06070,Simsbury,"{'latitude': 41.89878, 'longitude': -72.787284}",(860) 651-3333,"['delivery', 'pickup']"
1726,TJ's Burritos,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'cafes', 'title': 'Cafes'}]",46,4.0,"['3 Turkey Hills Rd', 'East Granby, CT 06026']",06026,East Granby,"{'latitude': 41.942857, 'longitude': -72.728091}",(860) 413-3473,[]
1727,Present Company,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",137,4.5,"['2 Tunxis Rd', 'Simsbury, CT 06081']",06081,Simsbury,"{'latitude': 41.9093173454749, 'longitude': -72.7612668649112}",(860) 658-7890,[]
1734,Tiger Belly Noodle Bar,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",283,4.5,"['9 Mill Pond Dr', 'Granby, CT 06035']",06035,Granby,"{'latitude': 41.9340005389033, 'longitude': -72.7886202153442}",(860) 413-9323,['delivery']
1735,Pure Love Bakery,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'vegan', 'title': 'Vegan'}]",37,4.5,"['136 Simsbury Rd', 'Ste 16', 'Avon, CT 06001']",06001,Avon,"{'latitude': 41.8189778, 'longitude': -72.8293672}",(860) 409-0302,['delivery']
1737,Yosi Kitchen,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",1,4.0,"['598 Hayden Station Rd', 'Windsor, CT 06095']",06095,Windsor,"{'latitude': 41.901634, 'longitude': -72.651147}",(860) 688-6677,"['delivery', 'pickup']"
1740,Windsor Asian Bistro,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",186,4.5,"['700 Poquonock Ave', 'Windsor, CT 06095']",06095,Windsor,"{'latitude': 41.872979, 'longitude': -72.660183}",(860) 298-9577,"['delivery', 'pickup']"
1741,Popover Bistro & Bakery,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",280,4.0,"['928 Hopmeadow St', 'Simsbury, CT 06070']",06070,Simsbury,"{'latitude': 41.880545, 'longitude': -72.800015}",(860) 413-2392,"['delivery', 'pickup']"
1742,Noujaim’s Bistro,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",53,4.5,"['436 Main St', 'Winsted, CT 06098']",06098,Winsted,"{'latitude': 41.921001, 'longitude': -73.0717797}",(860) 379-0559,"['delivery', 'pickup']"
1747,Pho 75,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",341,3.5,"['209 Ella Grasso Tpke', 'Windsor Locks, CT 06096']",06096,Windsor Locks,"{'latitude': 41.9289248161075, 'longitude': -72.6698180259079}",(860) 627-7575,"['delivery', 'pickup']"
1751,Salt 2.0,"[{'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'mexican', 'title': 'Mexican'}]",13,4.0,"['84 Main St', 'Torrington, CT 06790']",06790,Torrington,"{'latitude': 41.80225247367451, 'longitude': -73.1210286}",(860) 618-3245,"['delivery', 'pickup']"
1752,River's Edge Mediterranean Cuisine,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'seafood', 'title': 'Seafood'}]",76,4.0,"['210 West Main St', 'Avon, CT 06001']",06001,Avon,"{'latitude': 41.81229, 'longitude': -72.849001}",(860) 470-5720,['delivery']
1754,Golden Irene Restaurant,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'italian', 'title': 'Italian'}]",93,4.5,"['18 Mullen Rd', 'East Windsor, CT 06088']",06088,East Windsor,"{'latitude': 41.9386308571083, 'longitude': -72.5768561291264}",(860) 627-5971,['delivery']
1756,Mofongo,"[{'alias': 'puertorican', 'title': 'Puerto Rican'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wraps', 'title': 'Wraps'}]",43,3.5,"['144B Broad St', 'Windsor, CT 06095']",06095,Windsor,"{'latitude': 41.853923, 'longitude': -72.6434}",(860) 219-0768,"['delivery', 'pickup']"
1759,The Green Papaya,"[{'alias': 'thai', 'title': 'Thai'}]",129,4.5,"['160 Albany Tpke', 'Canton, CT 06019']",06019,Canton,"{'latitude': 41.8240417307406, 'longitude': -72.8931051027681}",(860) 693-9322,['delivery']
1765,Plan B Simsbury,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",276,4.0,"['4 Railroad St', 'Simsbury, CT 06070']",06070,Simsbury,"{'latitude': 41.87507, 'longitude': -72.80006}",(860) 658-4477,['delivery']
1770,Nardelli's Grinder Shoppe,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}]",31,3.5,"['1268 East Main St', 'Torrington, CT 06790']",06790,Torrington,"{'latitude': 41.8161184927768, 'longitude': -73.0934362768947}",(860) 482-5454,"['delivery', 'pickup']"
1773,AJ's Steak & Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'steak', 'title': 'Steakhouses'}]",81,3.0,"['171 Torrington Rd', 'Goshen, CT 06756']",06756,Goshen,"{'latitude': 41.8361207, 'longitude': -73.2099835}",(860) 491-4733,[]
1774,Villa Of Lebanon,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",234,4.5,"['575 John Fitch Blvd', 'South Windsor, CT 06074']",06074,South Windsor,"{'latitude': 41.8175154, 'longitude': -72.6103543}",(860) 757-3411,['delivery']
1780,Baker & The Brew,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",47,4.0,"['2 N Rd', 'East Windsor, CT 06088']",06088,East Windsor,"{'latitude': 41.9301247708764, 'longitude': -72.6047902568694}",(860) 623-0656,['delivery']
1782,Harvest Cafe and Bakery,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",216,4.0,"['1390 Hopmeadow St', 'Simsbury, CT 06070']",06070,Simsbury,"{'latitude': 41.90362, 'longitude': -72.78611}",(860) 658-5000,['delivery']
1785,Make It GF,"[{'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4,4.0,"['50 Albany Turnpike', 'Bldg 1', 'Canton, CT 06019']",06019,Canton,"{'latitude': 41.822449, 'longitude': -72.876658}",(860) 693-1300,['delivery']
1788,Emerald's Eatery,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",29,3.0,"['1735 Ellington Rd', 'Unit 3', 'South Windsor, CT 06074']",06074,South Windsor,"{'latitude': 41.8258203759085, 'longitude': -72.5562157854438}",(860) 644-5194,['delivery']
1794,The Yarde Tavern,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",202,4.0,"['1658 King St', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 41.94223, 'longitude': -72.60347}",(860) 254-5778,['delivery']
1795,Hot Head Burritos,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",50,3.5,"['209 Ella Grasso Turnpike', 'Windsor Locks, CT 06096']",06096,Windsor Locks,"{'latitude': 41.928995, 'longitude': -72.669954}",(860) 623-4687,['delivery']
1798,Buckland Grill & Pizza,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",30,4.5,"['465 Buckland Rd', 'South Windsor, CT 06074']",06074,South Windsor,"{'latitude': 41.823411, 'longitude': -72.553678}",(860) 648-9523,['delivery']
1800,Artisanal Burger Company,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}]",615,4.0,"['1436 Pleasant Valley Rd', 'Manchester, CT 06042']",06042,Manchester,"{'latitude': 41.8044052, 'longitude': -72.561264}",(860) 644-0046,"['pickup', 'delivery']"
1803,Subway Restaurants,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1,5.0,"['1006 Sullivan Ave', 'South Windsor, CT 06074']",06074,South Windsor,"{'latitude': 41.8462319, 'longitude': -72.5609748257277}",(860) 644-9373,"['pickup', 'delivery']"
1806,Berkshire Country Store,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",48,4.5,"['6 Station Pl', 'Norfolk, CT 06058']",06058,Norfolk,"{'latitude': 41.99017, 'longitude': -73.19931}",(860) 542-7176,[]
1809,The North House,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'desserts', 'title': 'Desserts'}]",226,4.0,"['1 Nod Rd', 'Avon, CT 06001']",06001,Avon,"{'latitude': 41.8053473063099, 'longitude': -72.8171528099591}",(860) 404-5951,['delivery']
1814,American Flatbread,"[{'alias': 'pizza', 'title': 'Pizza'}]",172,4.0,"['110 Albany Tpke', 'Canton, CT 06019']",06019,Canton,"{'latitude': 41.82397, 'longitude': -72.88457}",(860) 693-3314,"['delivery', 'pickup']"
1816,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",6,4.5,"['645 Poquonock Ave', 'Ste C', 'Windsor, CT 06095']",06095,Windsor,"{'latitude': 41.871273, 'longitude': -72.6601682}",(860) 688-6880,[]
